date,store_id,sku_id,sales_units,unit_price,is_promotion,is_weekend,lead_time_days,is_stockout_day
2024-09-19,Store-North-01,SKU-ELECTRONICS-01,45,114.83,0,0,4,0
2024-09-20,Store-North-01,SKU-ELECTRONICS-01,42,114.83,0,0,4,0
2024-09-21,Store-North-01,SKU-ELECTRONICS-01,93,114.83,0,1,4,0
2024-09-22,Store-North-01,SKU-ELECTRONICS-01,139,97.6,1,1,4,0
2024-09-23,Store-North-01,SKU-ELECTRONICS-01,95,97.6,1,0,4,0
2024-09-24,Store-North-01,SKU-ELECTRONICS-01,40,114.83,0,0,4,0
2024-09-25,Store-North-01,SKU-ELECTRONICS-01,89,97.6,1,0,4,0
2024-09-26,Store-North-01,SKU-ELECTRONICS-01,47,114.83,0,0,4,0
2024-09-27,Store-North-01,SKU-ELECTRONICS-01,49,114.83,0,0,4,0
2024-09-28,Store-North-01,SKU-ELECTRONICS-01,60,114.83,0,1,4,0
2024-09-29,Store-North-01,SKU-ELECTRONICS-01,76,114.83,0,1,4,0
2024-09-30,Store-North-01,SKU-ELECTRONICS-01,74,97.6,1,0,4,0
2024-10-01,Store-North-01,SKU-ELECTRONICS-01,49,114.83,0,0,4,0
2024-10-02,Store-North-01,SKU-ELECTRONICS-01,37,114.83,0,0,4,0
2024-10-03,Store-North-01,SKU-ELECTRONICS-01,45,114.83,0,0,4,0
2024-10-04,Store-North-01,SKU-ELECTRONICS-01,65,114.83,0,0,4,0
2024-10-05,Store-North-01,SKU-ELECTRONICS-01,76,114.83,0,1,4,0
2024-10-06,Store-North-01,SKU-ELECTRONICS-01,60,114.83,0,1,4,0
2024-10-07,Store-North-01,SKU-ELECTRONICS-01,61,114.83,0,0,4,0
2024-10-08,Store-North-01,SKU-ELECTRONICS-01,48,114.83,0,0,4,0
2024-10-09,Store-North-01,SKU-ELECTRONICS-01,55,114.83,0,0,4,0
2024-10-10,Store-North-01,SKU-ELECTRONICS-01,50,114.83,0,0,4,0
2024-10-11,Store-North-01,SKU-ELECTRONICS-01,42,114.83,0,0,4,0
2024-10-12,Store-North-01,SKU-ELECTRONICS-01,67,114.83,0,1,4,0
2024-10-13,Store-North-01,SKU-ELECTRONICS-01,0,114.83,0,1,4,1
2024-10-14,Store-North-01,SKU-ELECTRONICS-01,51,114.83,0,0,4,0
2024-10-15,Store-North-01,SKU-ELECTRONICS-01,41,114.83,0,0,4,0
2024-10-16,Store-North-01,SKU-ELECTRONICS-01,40,114.83,0,0,4,0
2024-10-17,Store-North-01,SKU-ELECTRONICS-01,52,114.83,0,0,4,0
2024-10-18,Store-North-01,SKU-ELECTRONICS-01,53,114.83,0,0,4,0
2024-10-19,Store-North-01,SKU-ELECTRONICS-01,120,97.6,1,1,4,0
2024-10-20,Store-North-01,SKU-ELECTRONICS-01,62,114.83,0,1,4,0
2024-10-21,Store-North-01,SKU-ELECTRONICS-01,88,97.6,1,0,4,0
2024-10-22,Store-North-01,SKU-ELECTRONICS-01,45,114.83,0,0,4,0
2024-10-23,Store-North-01,SKU-ELECTRONICS-01,52,114.83,0,0,4,0
2024-10-24,Store-North-01,SKU-ELECTRONICS-01,64,114.83,0,0,4,0
2024-10-25,Store-North-01,SKU-ELECTRONICS-01,50,114.83,0,0,4,0
2024-10-26,Store-North-01,SKU-ELECTRONICS-01,82,114.83,0,1,4,0
2024-10-27,Store-North-01,SKU-ELECTRONICS-01,65,114.83,0,1,4,0
2024-10-28,Store-North-01,SKU-ELECTRONICS-01,54,114.83,0,0,4,0
2024-10-29,Store-North-01,SKU-ELECTRONICS-01,47,114.83,0,0,4,0
2024-10-30,Store-North-01,SKU-ELECTRONICS-01,48,114.83,0,0,4,0
2024-10-31,Store-North-01,SKU-ELECTRONICS-01,53,114.83,0,0,4,0
2024-11-01,Store-North-01,SKU-ELECTRONICS-01,76,97.6,1,0,4,0
2024-11-02,Store-North-01,SKU-ELECTRONICS-01,66,114.83,0,1,4,0
2024-11-03,Store-North-01,SKU-ELECTRONICS-01,58,114.83,0,1,4,0
2024-11-04,Store-North-01,SKU-ELECTRONICS-01,46,114.83,0,0,4,0
2024-11-05,Store-North-01,SKU-ELECTRONICS-01,54,114.83,0,0,4,0
2024-11-06,Store-North-01,SKU-ELECTRONICS-01,50,114.83,0,0,4,0
2024-11-07,Store-North-01,SKU-ELECTRONICS-01,50,114.83,0,0,4,0
2024-11-08,Store-North-01,SKU-ELECTRONICS-01,44,114.83,0,0,4,0
2024-11-09,Store-North-01,SKU-ELECTRONICS-01,74,114.83,0,1,4,0
2024-11-10,Store-North-01,SKU-ELECTRONICS-01,68,114.83,0,1,4,0
2024-11-11,Store-North-01,SKU-ELECTRONICS-01,47,114.83,0,0,4,0
2024-11-12,Store-North-01,SKU-ELECTRONICS-01,85,97.6,1,0,4,0
2024-11-13,Store-North-01,SKU-ELECTRONICS-01,38,114.83,0,0,4,0
2024-11-14,Store-North-01,SKU-ELECTRONICS-01,57,114.83,0,0,4,0
2024-11-15,Store-North-01,SKU-ELECTRONICS-01,47,114.83,0,0,4,0
2024-11-16,Store-North-01,SKU-ELECTRONICS-01,65,114.83,0,1,4,0
2024-11-17,Store-North-01,SKU-ELECTRONICS-01,56,114.83,0,1,4,0
2024-11-18,Store-North-01,SKU-ELECTRONICS-01,44,114.83,0,0,4,0
