date,store_id,sku_id,sales_units,unit_price,is_promotion,is_weekend,lead_time_days,is_stockout_day,dayofweek,month,dayofyear,lag_1d,lag_7d,lag_14d,rolling_mean_7d,rolling_std_7d
2024-03-14,Store-Central-02,SKU-APPAREL-03,114,102.04,0,0,3,0,3,3,74,110.0,0.0,122.0,106.71428571428571,49.975708384888634
2024-03-15,Store-Central-02,SKU-APPAREL-03,123,102.04,0,0,3,0,4,3,75,114.0,108.0,94.0,123.0,17.291616465790547
2024-03-16,Store-Central-02,SKU-APPAREL-03,142,102.04,0,1,3,0,5,3,76,123.0,156.0,141.0,125.14285714285714,16.004463663080244
2024-03-17,Store-Central-02,SKU-APPAREL-03,0,102.04,0,1,3,1,6,3,77,142.0,134.0,112.0,123.14285714285714,11.838194843085494
2024-03-18,Store-Central-02,SKU-APPAREL-03,114,102.04,0,0,3,0,0,3,78,0.0,113.0,85.0,104.0,47.12041312778712
2024-03-19,Store-Central-02,SKU-APPAREL-03,117,102.04,0,0,3,0,1,3,79,114.0,126.0,110.0,104.14285714285714,47.15375054517074
2024-03-20,Store-Central-02,SKU-APPAREL-03,112,102.04,0,0,3,0,2,3,80,117.0,110.0,121.0,102.85714285714286,46.57763616239224
2024-03-21,Store-Central-02,SKU-APPAREL-03,89,102.04,0,0,3,0,3,3,81,112.0,114.0,0.0,103.14285714285714,46.634853101618354
2024-03-22,Store-Central-02,SKU-APPAREL-03,119,102.04,0,0,3,0,4,3,82,89.0,123.0,108.0,99.57142857142857,46.62208755106368
2024-03-23,Store-Central-02,SKU-APPAREL-03,149,102.04,0,1,3,0,5,3,83,119.0,142.0,156.0,99.0,46.310545955178135
2024-03-24,Store-Central-02,SKU-APPAREL-03,147,102.04,0,1,3,0,6,3,84,149.0,0.0,134.0,100.0,47.45524207081868
2024-03-25,Store-Central-02,SKU-APPAREL-03,110,102.04,0,0,3,0,0,3,85,147.0,114.0,113.0,121.0,20.952326839756925
2024-03-26,Store-Central-02,SKU-APPAREL-03,126,102.04,0,0,3,0,1,3,86,110.0,117.0,126.0,120.42857142857143,21.227789513254695
2024-03-27,Store-Central-02,SKU-APPAREL-03,138,102.04,0,0,3,0,2,3,87,126.0,112.0,110.0,121.71428571428571,21.258051695881264
2024-03-28,Store-Central-02,SKU-APPAREL-03,125,102.04,0,0,3,0,3,3,88,138.0,89.0,114.0,125.42857142857143,21.547290184283327
2024-03-29,Store-Central-02,SKU-APPAREL-03,113,102.04,0,0,3,0,4,3,89,125.0,119.0,123.0,130.57142857142858,14.570027943889217
2024-03-30,Store-Central-02,SKU-APPAREL-03,142,102.04,0,1,3,0,5,3,90,113.0,149.0,142.0,129.71428571428572,15.510365197874192
2024-03-31,Store-Central-02,SKU-APPAREL-03,160,102.04,0,1,3,0,6,3,91,142.0,147.0,0.0,128.71428571428572,14.232758993653583
2024-04-01,Store-Central-02,SKU-APPAREL-03,174,86.73,1,0,3,0,0,4,92,160.0,110.0,114.0,130.57142857142858,17.491494531696805
2024-04-02,Store-Central-02,SKU-APPAREL-03,109,102.04,0,0,3,0,1,4,93,174.0,126.0,117.0,139.71428571428572,21.265890417240783
2024-04-03,Store-Central-02,SKU-APPAREL-03,109,102.04,0,0,3,0,2,4,94,109.0,138.0,112.0,137.28571428571428,23.90058775926009
2024-04-04,Store-Central-02,SKU-APPAREL-03,117,102.04,0,0,3,0,3,4,95,109.0,125.0,89.0,133.14285714285714,26.16249587627657
2024-04-05,Store-Central-02,SKU-APPAREL-03,117,102.04,0,0,3,0,4,4,96,117.0,113.0,119.0,132.0,26.74571616788998
2024-04-06,Store-Central-02,SKU-APPAREL-03,162,102.04,0,1,3,0,5,4,97,117.0,142.0,149.0,132.57142857142858,26.31132292922027
2024-04-07,Store-Central-02,SKU-APPAREL-03,142,102.04,0,1,3,0,6,4,98,162.0,160.0,147.0,135.42857142857142,28.500626559528698
2024-04-08,Store-Central-02,SKU-APPAREL-03,139,102.04,0,0,3,0,0,4,99,142.0,174.0,110.0,132.85714285714286,26.66726189811874
2024-04-09,Store-Central-02,SKU-APPAREL-03,134,102.04,0,0,3,0,1,4,100,139.0,109.0,126.0,127.85714285714286,20.152986308308133
2024-04-10,Store-Central-02,SKU-APPAREL-03,115,102.04,0,0,3,0,2,4,101,134.0,109.0,138.0,131.42857142857142,18.39254507363547
2024-04-11,Store-Central-02,SKU-APPAREL-03,120,102.04,0,0,3,0,3,4,102,115.0,117.0,125.0,132.28571428571428,17.279219559095452
2024-04-12,Store-Central-02,SKU-APPAREL-03,118,102.04,0,0,3,0,4,4,103,120.0,117.0,113.0,132.71428571428572,16.869245050429104
2024-04-13,Store-Central-02,SKU-APPAREL-03,156,102.04,0,1,3,0,5,4,104,118.0,162.0,142.0,132.85714285714286,16.71754140046283
2024-04-14,Store-Central-02,SKU-APPAREL-03,174,102.04,0,1,3,0,6,4,105,156.0,142.0,160.0,132.0,15.044378795195618
2024-04-15,Store-Central-02,SKU-APPAREL-03,230,86.73,1,0,3,0,0,4,106,174.0,139.0,174.0,136.57142857142858,21.892594964638445
2024-04-16,Store-Central-02,SKU-APPAREL-03,114,102.04,0,0,3,0,1,4,107,230.0,134.0,109.0,149.57142857142858,41.66476186122249
2024-04-17,Store-Central-02,SKU-APPAREL-03,115,102.04,0,0,3,0,2,4,108,114.0,115.0,109.0,146.71428571428572,43.55347014767894
2024-04-18,Store-Central-02,SKU-APPAREL-03,0,102.04,0,0,3,1,3,4,109,115.0,120.0,117.0,146.71428571428572,43.55347014767894
2024-04-19,Store-Central-02,SKU-APPAREL-03,113,102.04,0,0,3,0,4,4,110,0.0,118.0,117.0,129.57142857142858,70.87043846075065
2024-04-20,Store-Central-02,SKU-APPAREL-03,169,102.04,0,1,3,0,5,4,111,113.0,156.0,162.0,128.85714285714286,71.03151547359937
2024-04-21,Store-Central-02,SKU-APPAREL-03,0,102.04,0,1,3,1,6,4,112,169.0,174.0,142.0,130.71428571428572,72.0224832620904
2024-04-22,Store-Central-02,SKU-APPAREL-03,107,102.04,0,0,3,0,0,4,113,0.0,230.0,139.0,105.85714285714286,83.67681592776769
2024-04-23,Store-Central-02,SKU-APPAREL-03,112,102.04,0,0,3,0,1,4,114,107.0,114.0,134.0,88.28571428571429,63.821924878822685
2024-04-24,Store-Central-02,SKU-APPAREL-03,108,102.04,0,0,3,0,2,4,115,112.0,115.0,115.0,88.0,63.69196704975171
2024-04-25,Store-Central-02,SKU-APPAREL-03,124,102.04,0,0,3,0,3,4,116,108.0,0.0,120.0,87.0,63.25082344655014
2024-04-26,Store-Central-02,SKU-APPAREL-03,205,86.73,1,0,3,0,4,4,117,124.0,113.0,118.0,104.71428571428571,51.00233421362289
2024-04-27,Store-Central-02,SKU-APPAREL-03,186,102.04,0,1,3,0,5,4,118,205.0,169.0,156.0,117.85714285714286,63.75324454862031
2024-04-28,Store-Central-02,SKU-APPAREL-03,150,102.04,0,1,3,0,6,4,119,186.0,0.0,174.0,120.28571428571429,66.29910579013432
2024-04-29,Store-Central-02,SKU-APPAREL-03,123,102.04,0,0,3,0,0,4,120,150.0,107.0,230.0,141.71428571428572,39.944604498873495
2024-04-30,Store-Central-02,SKU-APPAREL-03,121,102.04,0,0,3,0,1,4,121,123.0,112.0,114.0,144.0,38.039453203220425
2024-05-01,Store-Central-02,SKU-APPAREL-03,118,102.04,0,0,3,0,2,5,122,121.0,108.0,115.0,145.28571428571428,36.91302518856217
2024-05-02,Store-Central-02,SKU-APPAREL-03,126,102.04,0,0,3,0,3,5,123,118.0,124.0,0.0,146.71428571428572,35.391685867890295
2024-05-03,Store-Central-02,SKU-APPAREL-03,123,102.04,0,0,3,0,4,5,124,126.0,205.0,113.0,147.0,35.18522417151832
2024-05-04,Store-Central-02,SKU-APPAREL-03,156,102.04,0,1,3,0,5,5,125,123.0,186.0,169.0,135.28571428571428,24.763644627519792
2024-05-05,Store-Central-02,SKU-APPAREL-03,145,102.04,0,1,3,0,6,5,126,156.0,150.0,0.0,131.0,15.3188337241012
2024-05-06,Store-Central-02,SKU-APPAREL-03,125,102.04,0,0,3,0,0,5,127,145.0,123.0,107.0,130.28571428571428,14.372592966177747
2024-05-07,Store-Central-02,SKU-APPAREL-03,111,102.04,0,0,3,0,1,5,128,125.0,121.0,112.0,130.57142857142858,14.222718245318221
2024-05-08,Store-Central-02,SKU-APPAREL-03,109,102.04,0,0,3,0,2,5,129,111.0,118.0,108.0,129.14285714285714,15.763127560106327
2024-05-09,Store-Central-02,SKU-APPAREL-03,213,86.73,1,0,3,0,3,5,130,109.0,126.0,124.0,127.85714285714286,17.13114679395934
2024-05-10,Store-Central-02,SKU-APPAREL-03,186,86.73,1,0,3,0,4,5,131,213.0,123.0,205.0,140.28571428571428,36.34425349219266
2024-05-11,Store-Central-02,SKU-APPAREL-03,153,102.04,0,1,3,0,5,5,132,186.0,156.0,186.0,149.28571428571428,39.05002896163793
2024-05-12,Store-Central-02,SKU-APPAREL-03,161,102.04,0,1,3,0,6,5,133,153.0,145.0,150.0,148.85714285714286,38.98045908498499
2024-05-13,Store-Central-02,SKU-APPAREL-03,111,102.04,0,0,3,0,0,5,134,161.0,125.0,123.0,151.14285714285714,39.18515267899552
2024-05-14,Store-Central-02,SKU-APPAREL-03,110,102.04,0,0,3,0,1,5,135,111.0,111.0,121.0,149.14285714285714,41.05455139781934
2024-05-15,Store-Central-02,SKU-APPAREL-03,210,86.73,1,0,3,0,2,5,136,110.0,109.0,118.0,149.0,41.21083999790992
2024-05-16,Store-Central-02,SKU-APPAREL-03,111,102.04,0,0,3,0,3,5,137,210.0,213.0,126.0,163.42857142857142,42.531780834481694
2024-05-17,Store-Central-02,SKU-APPAREL-03,130,102.04,0,0,3,0,4,5,138,111.0,186.0,123.0,148.85714285714286,40.12243167866976
2024-05-18,Store-Central-02,SKU-APPAREL-03,177,102.04,0,1,3,0,5,5,139,130.0,153.0,156.0,140.85714285714286,36.93881685268476
2024-05-19,Store-Central-02,SKU-APPAREL-03,145,102.04,0,1,3,0,6,5,140,177.0,161.0,145.0,144.28571428571428,39.292553517234786
2024-05-20,Store-Central-02,SKU-APPAREL-03,121,102.04,0,0,3,0,0,5,141,145.0,111.0,125.0,142.0,38.61778519456198
2024-05-21,Store-Central-02,SKU-APPAREL-03,104,102.04,0,0,3,0,1,5,142,121.0,110.0,111.0,143.42857142857142,37.44710555284229
2024-05-22,Store-Central-02,SKU-APPAREL-03,120,102.04,0,0,3,0,2,5,143,104.0,210.0,109.0,142.57142857142858,38.39642840533103
2024-05-23,Store-Central-02,SKU-APPAREL-03,105,102.04,0,0,3,0,3,5,144,120.0,111.0,213.0,129.71428571428572,24.66924053495409
2024-05-24,Store-Central-02,SKU-APPAREL-03,116,102.04,0,0,3,0,4,5,145,105.0,130.0,186.0,128.85714285714286,25.51750099721464
2024-05-25,Store-Central-02,SKU-APPAREL-03,0,102.04,0,1,3,1,5,5,146,116.0,177.0,153.0,126.85714285714286,25.957841277916703
2024-05-26,Store-Central-02,SKU-APPAREL-03,133,102.04,0,1,3,0,6,5,147,0.0,145.0,161.0,101.57142857142857,46.80761028884476
2024-05-27,Store-Central-02,SKU-APPAREL-03,121,102.04,0,0,3,0,0,5,148,133.0,121.0,111.0,99.85714285714286,45.14210367062559
2024-05-28,Store-Central-02,SKU-APPAREL-03,0,102.04,0,0,3,1,1,5,149,121.0,104.0,110.0,99.85714285714286,45.14210367062559
2024-05-29,Store-Central-02,SKU-APPAREL-03,130,102.04,0,0,3,0,2,5,150,0.0,120.0,210.0,85.0,58.6458296329186
2024-05-30,Store-Central-02,SKU-APPAREL-03,135,102.04,0,0,3,0,3,5,151,130.0,105.0,111.0,86.42857142857143,59.75186787277611
2024-05-31,Store-Central-02,SKU-APPAREL-03,127,102.04,0,0,3,0,4,5,152,135.0,116.0,130.0,90.71428571428571,62.32633013880578
2024-06-01,Store-Central-02,SKU-APPAREL-03,143,102.04,0,1,3,0,5,6,153,127.0,0.0,177.0,92.28571428571429,63.20262200709247
2024-06-02,Store-Central-02,SKU-APPAREL-03,158,102.04,0,1,3,0,6,6,154,143.0,133.0,145.0,112.71428571428571,50.168762810186465
2024-06-03,Store-Central-02,SKU-APPAREL-03,123,102.04,0,0,3,0,0,6,155,158.0,121.0,121.0,116.28571428571429,52.68052861578064
2024-06-04,Store-Central-02,SKU-APPAREL-03,111,102.04,0,0,3,0,1,6,156,123.0,0.0,104.0,116.57142857142857,52.71576975585549
2024-06-05,Store-Central-02,SKU-APPAREL-03,115,102.04,0,0,3,0,2,6,157,111.0,130.0,120.0,132.42857142857142,15.031712508971578
2024-06-06,Store-Central-02,SKU-APPAREL-03,99,102.04,0,0,3,0,3,6,158,115.0,135.0,105.0,130.28571428571428,16.438920136009127
2024-06-07,Store-Central-02,SKU-APPAREL-03,115,102.04,0,0,3,0,4,6,159,99.0,127.0,116.0,125.14285714285714,19.970215917949247
2024-06-08,Store-Central-02,SKU-APPAREL-03,170,102.04,0,1,3,0,5,6,160,115.0,143.0,0.0,123.42857142857143,20.296610085242563
2024-06-09,Store-Central-02,SKU-APPAREL-03,133,102.04,0,1,3,0,6,6,161,170.0,158.0,133.0,127.28571428571429,26.31041799816349
2024-06-10,Store-Central-02,SKU-APPAREL-03,110,102.04,0,0,3,0,0,6,162,133.0,123.0,121.0,123.71428571428571,22.925344677265333
2024-06-11,Store-Central-02,SKU-APPAREL-03,101,102.04,0,0,3,0,1,6,163,110.0,111.0,0.0,121.85714285714286,23.511901748040557
2024-06-12,Store-Central-02,SKU-APPAREL-03,134,102.04,0,0,3,0,2,6,164,101.0,115.0,130.0,120.42857142857143,24.561875219243802
2024-06-13,Store-Central-02,SKU-APPAREL-03,110,102.04,0,0,3,0,3,6,165,134.0,99.0,135.0,123.14285714285714,24.90935949550248
2024-06-14,Store-Central-02,SKU-APPAREL-03,104,102.04,0,0,3,0,4,6,166,110.0,115.0,127.0,124.71428571428571,23.435829305533115
2024-06-15,Store-Central-02,SKU-APPAREL-03,275,86.73,1,1,3,0,5,6,167,104.0,170.0,143.0,123.14285714285714,24.53859933131568
2024-06-16,Store-Central-02,SKU-APPAREL-03,166,102.04,0,1,3,0,6,6,168,275.0,133.0,158.0,138.14285714285714,61.783030494973694
2024-06-17,Store-Central-02,SKU-APPAREL-03,102,102.04,0,0,3,0,0,6,169,166.0,110.0,123.0,142.85714285714286,62.57909281175983
2024-06-18,Store-Central-02,SKU-APPAREL-03,116,102.04,0,0,3,0,1,6,170,102.0,101.0,111.0,141.71428571428572,63.34749215166103
2024-06-19,Store-Central-02,SKU-APPAREL-03,103,102.04,0,0,3,0,2,6,171,116.0,134.0,115.0,143.85714285714286,61.97964335550976
2024-06-20,Store-Central-02,SKU-APPAREL-03,100,102.04,0,0,3,0,3,6,172,103.0,110.0,99.0,139.42857142857142,63.879723290094496
2024-06-21,Store-Central-02,SKU-APPAREL-03,194,86.73,1,0,3,0,4,6,173,100.0,104.0,115.0,138.0,64.75337829024825
2024-06-22,Store-Central-02,SKU-APPAREL-03,149,102.04,0,1,3,0,5,6,174,194.0,275.0,170.0,150.85714285714286,65.80382099196711
2024-06-23,Store-Central-02,SKU-APPAREL-03,141,102.04,0,1,3,0,6,6,175,149.0,166.0,133.0,132.85714285714286,37.20407043782775
2024-06-24,Store-Central-02,SKU-APPAREL-03,92,102.04,0,0,3,0,0,6,176,141.0,102.0,110.0,129.28571428571428,34.601128525498794
2024-06-25,Store-Central-02,SKU-APPAREL-03,112,102.04,0,0,3,0,1,6,177,92.0,116.0,101.0,127.85714285714286,36.089835002063694
2024-06-26,Store-Central-02,SKU-APPAREL-03,101,102.04,0,0,3,0,2,6,178,112.0,103.0,134.0,127.28571428571429,36.33966742516254
2024-06-27,Store-Central-02,SKU-APPAREL-03,111,102.04,0,0,3,0,3,6,179,101.0,100.0,110.0,127.0,36.56956840507315
2024-06-28,Store-Central-02,SKU-APPAREL-03,103,102.04,0,0,3,0,4,6,180,111.0,194.0,104.0,128.57142857142858,35.4347152890924
2024-06-29,Store-Central-02,SKU-APPAREL-03,153,102.04,0,1,3,0,5,6,181,103.0,149.0,275.0,115.57142857142857,21.30615828703922
2024-06-30,Store-Central-02,SKU-APPAREL-03,147,102.04,0,1,3,0,6,6,182,153.0,141.0,166.0,116.14285714285714,22.378773956799172
2024-07-01,Store-Central-02,SKU-APPAREL-03,97,102.04,0,0,3,0,0,7,183,147.0,92.0,102.0,117.0,23.572582944315965
2024-07-02,Store-Central-02,SKU-APPAREL-03,97,102.04,0,0,3,0,1,7,184,97.0,112.0,116.0,117.71428571428571,22.750196231492552
2024-07-03,Store-Central-02,SKU-APPAREL-03,101,102.04,0,0,3,0,2,7,185,97.0,101.0,103.0,115.57142857142857,24.047571900000705
2024-07-04,Store-Central-02,SKU-APPAREL-03,175,86.73,1,0,3,0,3,7,186,101.0,111.0,100.0,115.57142857142857,24.047571900000705
2024-07-05,Store-Central-02,SKU-APPAREL-03,96,102.04,0,0,3,0,4,7,187,175.0,103.0,194.0,124.71428571428571,32.648196916594834
2024-07-06,Store-Central-02,SKU-APPAREL-03,163,102.04,0,1,3,0,5,7,188,96.0,153.0,149.0,123.71428571428571,33.51971701210228
2024-07-07,Store-Central-02,SKU-APPAREL-03,148,102.04,0,1,3,0,6,7,189,163.0,147.0,141.0,125.14285714285714,35.14934125237884
2024-07-08,Store-Central-02,SKU-APPAREL-03,192,86.73,1,0,3,0,0,7,190,148.0,97.0,92.0,125.28571428571429,35.254854444526536
2024-07-09,Store-Central-02,SKU-APPAREL-03,181,86.73,1,0,3,0,1,7,191,192.0,97.0,112.0,138.85714285714286,40.45338292993781
2024-07-10,Store-Central-02,SKU-APPAREL-03,108,102.04,0,0,3,0,2,7,192,181.0,101.0,101.0,150.85714285714286,38.372857470824165
2024-07-11,Store-Central-02,SKU-APPAREL-03,81,102.04,0,0,3,0,3,7,193,108.0,175.0,111.0,151.85714285714286,36.92076457960822
2024-07-12,Store-Central-02,SKU-APPAREL-03,0,102.04,0,0,3,1,4,7,194,81.0,96.0,103.0,138.42857142857142,43.59226667983334
2024-07-13,Store-Central-02,SKU-APPAREL-03,148,102.04,0,1,3,0,5,7,195,0.0,163.0,153.0,124.71428571428571,67.63557812698447
2024-07-14,Store-Central-02,SKU-APPAREL-03,123,102.04,0,1,3,0,6,7,196,148.0,148.0,147.0,122.57142857142857,66.4476163175603
2024-07-15,Store-Central-02,SKU-APPAREL-03,100,102.04,0,0,3,0,0,7,197,123.0,192.0,97.0,119.0,65.51844523999831
2024-07-16,Store-Central-02,SKU-APPAREL-03,88,102.04,0,0,3,0,1,7,198,100.0,181.0,97.0,105.85714285714286,57.123925435344916
2024-07-17,Store-Central-02,SKU-APPAREL-03,154,86.73,1,0,3,0,2,7,199,88.0,108.0,101.0,92.57142857142857,46.57559140027854
